"X","vectorName","vectorAddress","postal_code","lat","lon"
514,"Lawrence Graham LLP","Cecil St, Singapore 069535","Singapore 069535",1.280305,103.848906
442,"K K Lee & Partners","57 Lor 27 Geylang, Singapore 388184","Singapore 388184",1.315807,103.883818
879,"Tan Shiew Hwa & Co","Blk 188 Punggol Central #08-279  Singapore 820188","Singapore 820188",1.399395,103.910606
260,"Debbie Hogan, Growth Resources Counseling","24 Springleaf Rise, Singapore 788014","Singapore 788014",1.398852,103.82341
369,"HH Lim Law Chambers","10 High St, Singapore 779433","Singapore 779433",1.2911135,103.8493608
592,"M Nedumaran & Co","14 High St, Singapore 779433","Singapore 779433",1.352083,103.819836
667,"Ong Beng Leong & Co","47 Hill St, Singapore 779365","Singapore 779365",1.352083,103.819836
580,"Low Fook Cheng & Co","120 Hillview Ave #06-08 Kewalram Hillview Singapore 669594","Singapore 669594",1.356779,103.761706
581,"Low Fook Cheng & Co","120 Hillview Ave, Singapore 669594","Singapore 669594",1.356779,103.761706
537,"Legalstudio.com Pte Ltd","45 Club St, Singapore 669422","Singapore 669422",1.2823322,103.8461383
212,"Christopher Yap & Co.","47 Gul Dr, Singapore 629494","Singapore 629494",1.316951,103.666749
784,"Samuel Poon & Co","18 Boon Lay Way #09-149 TradeHub 21 Singapore 609966","Singapore 609966",1.328234,103.753597
785,"Samuel Poon & Co","18 Boon Lay Way, Singapore 609966","Singapore 609966",1.328234,103.753597
19,"""Andreas Vogel & Partner, Rechtsanwaelte, AV & P Legal""","25 International Business Park, Singapore 609916","Singapore 609916",1.324738,103.746782
345,"Gsk Stockmann (S) Pte Ltd","25 International Business Pk #03-79 German Centre Singapore 609916","Singapore 609916",1.324738,103.746782
806,"Shyam Chew & Co","Blk 224 Jurong East St 21 #02-813  Singapore 600224","Singapore 600224",1.341672,103.736536
854,"Tan & Co.","23 Hua Guan Cres, Singapore 589042","Singapore 589042",1.337121,103.784944
790,"Satwant & Associates","3 Jln Bingka   Singapore 588896","Singapore 588896",1.340433,103.779653
402,"Jayne Wong Advocates & Solicitors","144 Up Bt Timah Rd #03-36 Beauty World Centre Singapore 588177","Singapore 588177",1.34234,103.776131
927,"Vicki Heng Law Corpn","140 Up Bt Timah Rd #03-08 Beauty World Plaza Singapore 588176","Singapore 588176",1.341621,103.776156
166,"CH Liau Legal Practice","No. 21, Bukit Batok Crescent, #12-79, WCEGA Tower, 658065, Singapore 588065","Singapore 588065",1.3370543,103.7596015
208,"Christine Seah & Company","52 Jln Binchang, Singapore 573951","Singapore 573951",1.351888,103.846966
406,"Jenny Lee","Blk 261 Bishan St 22 #08-233  Singapore 570261","Singapore 570261",1.35897,103.843393
80,"Andrew & Co","Blk 726 Ang Mo Kio Ave 6 #01-4152  Singapore 560726","Singapore 560726",1.372778,103.846465
555,"Lim & Bangras","50 Hythe Rd   Singapore 557531","Singapore 557531",1.3691,103.8674659
588,"Lutfi Law Corpn","Blk 158 Simei Rd #01-244  Singapore 520158","Singapore 520158",1.34428,103.959547
411,"Jimmy Yap & Co","Blk 235 Pasir Ris St 21 #03-59  Singapore 510235","Singapore 510235",1.373364,103.962321
412,"Jimmy Yap & Co","235 Pasir Ris Street 21, Singapore 510235","Singapore 510235",1.373364,103.962321
329,"Giam Cheng Han & Co","1067 Up Changi Rd Nth   Singapore 507691","Singapore 507691",1.365937,103.97514
330,"Giam Cheng Han & Co","1067 Upper Changi Rd N, Singapore 507691","Singapore 507691",1.365937,103.97514
159,"C.H. Eng & Frois","187 MacPherson Rd, Singapore 488545","Singapore 488545",1.3309439,103.943528
40,"Abdullah Shaik Abubakar","7 Evergreen Gardens, Singapore 468883","Singapore 468883",1.315237,103.934562
666,"Ong Beng Leong & Co","Blk 415 Bedok Nth Ave 2 #13-105  Singapore 460415","Singapore 460415",1.329702,103.930016
937,"W Choo & Company","530 E Coast Rd, Singapore 458970","Singapore 458970",1.3082609,103.919021
152,"C B Yeow & Co","522 East Coast Rd #16-03 Ocean Pk Singapore 458966","Singapore 458966",1.309733,103.9177969
613,"Maurice Lee & Tan","80 Marine Parade Rd #12-06 Parkway Parade Singapore 449269","Singapore 449269",1.301072,103.905281
185,"Cheong Y H","5 Marine Vista #02-45 Neptune Ct Singapore 449029","Singapore 449029",1.306834,103.922145
352,"Gwen Teo","Blk 55 Marine Ter #14-19  Singapore 440055","Singapore 440055",1.305504,103.91385
353,"Gwen Teo","55 Marine Terrace, Singapore 440055","Singapore 440055",1.305504,103.91385
139,"Benedict Chan & Co","14 Fort Rd   Singapore 439075","Singapore 439075",1.300203,103.885647
532,"Legal Employment Services","865 Mountbatten Rd, Singapore 437844","Singapore 437844",1.303746,103.901182
89,"Anne Tye & Co","Tanjong Katong Rd, Singapore","Singapore 437078",1.3065,103.895786
88,"Anne Tye & Co","295A Tg Katong Rd   Singapore 437078","Singapore 437078",1.3065,103.895786
483,"Kingfields (S) Llc","179 Tg Rhu Rd #14-28 Water Pl Singapore 436608","Singapore 436608",1.296224,103.872152
800,"Sham Shudin Ali & Co","20 Joo Chiat Rd #02-06  Singapore 427357","Singapore 427357",1.315557,103.897852
195,"Chin & Associates LLC","105 Onan Rd, Singapore 424522","Singapore 424522",1.314015,103.898234
845,"Syed Yahya & Partners","190 Changi Rd #02-02  Singapore 419974","Singapore 419974",1.317116,103.9029149
38,"Abdul Aziz Law Practice","150 Changi Rd #02-05 Guthrie Bldg Singapore 419973","Singapore 419973",1.317004,103.902196
390,"J P Dendroff & Co","150 Changi Rd, Singapore 419973","Singapore 419973",1.317004,103.902196
395,"Jailani Shariff & Co","150 Changi Rd #02-05 Guthrie Bldg Singapore 419973","Singapore 419973",1.317004,103.902196
396,"Jailani Shariff & Co","150 Changi Rd, Singapore 419973","Singapore 419973",1.317004,103.902196
801,"Sham Shudin Ali & Co","150 Changi Rd, Singapore 419973","Singapore 419973",1.317004,103.902196
776,"Sadari Musari & Partners","228 Changi Rd #02-09  Singapore 419741","Singapore 419741",1.317467,103.904605
830,"Soraya H Ibrahim & Co","228 Changi Rd #02-06  Singapore 419741","Singapore 419741",1.317467,103.904605
727,"Rajan Nair & Partners","218 Changi Rd, Singapore 419737","Singapore 419737",1.317369,103.904221
777,"Sadari Musari & Partners","218e Changi Road, #03-10, Pkms Building, Singapore 419737","Singapore 419737",1.317369,103.904221
803,"Shan Faizal & Suresh","218 Changi Rd, Singapore 419737","Singapore 419737",1.317369,103.904221
846,"Syed Yahya & Partners","218 Changi Rd, Singapore 419737","Singapore 419737",1.317369,103.904221
658,"Noor Mohd Marican & Associate","132A Changi Rd   Singapore 419719","Singapore 419719",1.316857,103.901441
726,"Rajan Nair & Partners","116 Changi Rd #03-10 WIS@Changi Singapore 419718","Singapore 419718",1.316803,103.901177
664,"Ong & Co","17 Jln Masjid #01-02  Singapore 418942","Singapore 418942",1.320142,103.912308
626,"Michael Quan & Kenneth Lee","20A Jln Punai   Singapore 418799","Singapore 418799",1.329741,103.907809
534,"Legal Options Llc","23 Kaki Bukit Ave 4 #01-01 Vicom Vehicle Inspection Centre Singapore 415933","Singapore 415933",1.338383,103.90776
113,"Astute Legal Llc","60 Paya Lebar Rd #06-25 Paya Lebar Sq Singapore 409051","Singapore 409051",1.318938,103.8926112
192,"Chia Yong Yong Law Corpn","60 Paya Lebar Rd #13-06 Paya Lebar Sq Singapore 409051","Singapore 409051",1.318938,103.8926112
549,"Lexcompass Llc","845 Geylang Rd #04-01 Tg Katong Complex Singapore 400845","Singapore 400845",1.3164419,103.894357
272,"Divorce Lawyer Singapore Services","Singapore, 511 Guillemard Rd, Singapore 399849","Singapore 399849",1.3144499,103.891474
443,"K K Lee Law Corpn","511 Guillemard Rd #03-13 Grandlink Sq Singapore 399849","Singapore 399849",1.3144499,103.891474
848,"T K Leong Law Corporation","Mohamed Sultan Rd, Singapore 388997","Singapore 388997",1.317696,103.873304
600,"Mak & Partners","48 MacTaggart Rd #04-02 MAE Ind Bldg Singapore 368088","Singapore 368088",1.334177,103.883297
792,"Schick & Associates LLC","10 Woodleigh Cl, Singapore 357905","Singapore 357905",1.336437,103.8685689
665,"Ong & Shan Llc","2 Kallang Ave #09-04 CT Hub Singapore 339407","Singapore 339407",1.311457,103.8634469
486,"Kirpal & Associates","116 Lavender Street, #03-06 PekChuan Building, Singapore 338730","Singapore 338730",1.31187,103.862164
39,"Abdul Rahman Law Corporation","114 Lavender Street #11-78, Singapore 338729","Singapore 338729",1.311654,103.862322
216,"Chye Legal Practice","114 Lavender St #05-56 CT HUB 2 Singapore 338729","Singapore 338729",1.311654,103.862322
115,"Atkins Law Corporation","600 Lor 4 Toa Payoh, Singapore 319515","Singapore 319515",1.334143,103.851244
48,"Advance Law Llc","430 Lor 6 Toa Payoh #11-01  Singapore 319402","Singapore 319402",1.331579,103.849209
90,"Anthony & Wee Jin","430 Lor 6 Toa Payoh #12-01  Singapore 319402","Singapore 319402",1.331579,103.849209
92,"Apac Law Corpn","430 Lor 6 Toa Payoh #12-01  Singapore 319402","Singapore 319402",1.331579,103.849209
119,"Averex Law Corpn","450 Lor 6 Toa Payoh #02-04 Toa Payoh Entertainment Center Singapore 319394","Singapore 319394",1.331626,103.84941
722,"Raghbir & Co.","500 Lorong 6 Toa Payoh, #04-31, Hdb Hub, Singapore 310500","Singapore 310500",1.333005,103.847064
91,"Anthony Law Corporation","Blk 490 Lor 6 Toa Payoh #09-15A HDB Hub Singapore 310490","Singapore 310490",1.332516,103.848532
109,"Asia Law Corpn","Blk 490 Lor 6 Toa Payoh #03-17 HDB Hub Singapore 310490","Singapore 310490",1.332516,103.848532
114,"At Law Practice Llp","Blk 490 Lor 6 Toa Payoh #03-15 HDB Hub Singapore 310490","Singapore 310490",1.332516,103.848532
198,"Chiu Cheong Llc","Blk 490 Lor 6 Toa Payoh #09-15 HDB Hub Singapore 310490","Singapore 310490",1.332516,103.848532
218,"City Law Llc","Blk 490 Lor 6 Toa Payoh #03-16 HDB Hub Singapore 310490","Singapore 310490",1.332516,103.848532
510,"Lawhub LLC","Blk 490 Lor 6 Toa Payoh #03-10 HDB Hub Singapore 310490","Singapore 310490",1.332516,103.848532
812,"Sim Mong Teck & Partners","Blk 490 Lor 6 Toa Payoh #03-18 HDB Hub Singapore 310490","Singapore 310490",1.332516,103.848532
124,"B L Ong Yeo & Associates","Blk 480 Lor 6 Toa Payoh #11-01 HDB Hub Singapore 310480","Singapore 310480",1.332253,103.848538
700,"PKWA Law Practice LLC","Blk 480 Lor 6 Toa Payoh #11-01 HDB Hub Singapore 310480","Singapore 310480",1.332253,103.848538
838,"Subra Tt Law Llc","Blk 480 Lor 6 Toa Payoh #07-01 HDB Hub Singapore 310480","Singapore 310480",1.332253,103.848538
701,"Polaris Law Corporation","Block 206, Toa Payoh North, #01-1213, Singapore 310206","Singapore 310206",1.3423099,103.846191
93,"Apex Law Llp","Fax Blk 185 Toa Payoh Central #02-346  Singapore 310185","Singapore 310185",1.332716,103.850018
767,"S K Kumar & Associates","Blk 183 Toa Payoh Central #02-308  Singapore 310183","Singapore 310183",1.333338,103.848882
53,"Aegis Llc","Fax Blk 94 Lor 4 Toa Payoh #01-22  Singapore 310094","Singapore 310094",1.338881,103.849803
72,"Aln Law Llc","51 Goldhill Plaza #07-03 Goldhill Plaza Singapore 308900","Singapore 308900",1.318222,103.842817
101,"Arielle Law Corporaton","51 Goldhill Plaza #07-04 Goldhill Plaza Singapore 308900","Singapore 308900",1.318222,103.842817
646,"Namazie & Co","51 Goldhill Plaza #24-06/07 Goldhill Plaza Singapore 308900","Singapore 308900",1.318222,103.842817
678,"Pacific Law Corpn","51 Goldhill Plaza #24-08 Goldhill Plaza Singapore 308900","Singapore 308900",1.318222,103.842817
484,"Kirei Kirei Collection","11 Jln Tan Tock Seng, Singapore 308433","Singapore 308433",1.321097,103.84564
582,"Low Fook Cheng & Co.","36 Newton Rd, Singapore 307964","Singapore 307964",1.316825,103.8419119
120,"Avodah Advocates LLC","101 Thomson Rd #06-01 United Sq Singapore 307591","Singapore 307591",1.317711,103.843491
111,"Assameur & Associates","390 victoria street #03-20 Golden Landmark Shopping Complex Singapore, Singapore 301001","Singapore 301001",1.325761,103.843076
35,"A To Z Associates","620 Hougang Ave 8, Singapore 300620","Singapore 300620",1.3702806,103.8837244
392,"J. Han Law Practice","34 Jln Asuhan   Singapore 299355","Singapore 299355",1.327625,103.81861
236,"Cotty Vivant Marchisio & Lauzeral (S) Pte. Ltd.","32 Oriole Cres   Singapore 288625","Singapore 288625",1.331998,103.803362
968,"Wong & Partners","23 Ewart Park, Singapore 279760","Singapore 279760",1.324113,103.784176
506,"Law Asia Pte Ltd","2A Victoria Pk Cl   Singapore 266550","Singapore 266550",1.318659,103.803707
502,"Latitude","31, 33, 35 Jalan Mutiara, Singapore 249208","Singapore 249208",1.296548,103.828226
351,"Gwee Spencer & Co","21 Jervois Cl #13-01 Jervois Jade Apts Singapore 249114","Singapore 249114",1.29248,103.825251
948,"Wee Swee Teow LLP","491B River Valley Rd #10-03/04 Valley Pt Singapore 248373","Singapore 248373",1.293086,103.8270639
816,"Sim Yong Chan & Co","19 Tanglin Rd, Singapore 247909","Singapore 247909",1.306364,103.827018
914,"Ts Mun Law Office","19 Tanglin Rd #02-21 Tanglin Shopping Centre Singapore 247909","Singapore 247909",1.306364,103.827018
711,"Quahe Woo & Palmer Llc","180 Clemenceau Ave #02-02 Haw Par Centre Singapore 239922","Singapore 239922",1.297183,103.844086
4,"Kanapathi Pillai Nirumalan","83 Clemenceau Ave #13-05 Shell Hse Singapore 239920","Singapore 239920",1.292809,103.842937
654,"Niru & Co LLC","83 Clemenceau Ave #13-05 Shell Hse Singapore 239920","Singapore 239920",1.292809,103.842937
237,"Croce & Associes Asia Pte. Ltd.","3 Killiney Rd #05-07 Winsland Hse I Singapore 239519","Singapore 239519",1.299637,103.840002
461,"Kana & Co","33 Mohd Sultan Rd #02-03  Singapore 238977","Singapore 238977",1.292359,103.840843
474,"Kenneth Lee & Co.","545 Orchard Road, #09-09, Far East Shopping Centre, Singapore 238882","Singapore 238882",1.3055779,103.830139
607,"Maria Tham & Co","545 Orchard Rd #05-01 Far East Shopping Centre Singapore 238882","Singapore 238882",1.3055779,103.830139
729,"Ralitza Peeva","No. 402, Orchard Road, #06-01, Delfi Orchard, 238876, Singapore 238876","Singapore 238876",1.307196,103.828453
199,"Chng Heng Tat & Associates","390 Orchard Rd, Palais Renaissance, Singapore 238875","Singapore 238875",1.306991,103.828903
372,"HJM Asia Law & Co LLC","1 Orchard Rd, Singapore 238874","Singapore 238874",1.302707,103.834289
536,"LegalStudio","1 Orchard Rd, Singapore 238874","Singapore 238874",1.302707,103.834289
743,"Relationship Matters","10 Orchard Rd, Singapore 238869","Singapore 238869",1.306348,103.830876
765,"S H Tan & Associates","150 Orchard Rd #07-16 Orchard Plaza Singapore 238841","Singapore 238841",1.301284,103.841309
290,"Edmond Pereira Law Corpn","9 Penang Rd #12-24 Park Mall Singapore 238459","Singapore 238459",1.298048,103.844577
296,"Elohim Law Corpn","9 Penang Rd #12-01 Park Mall Singapore 238459","Singapore 238459",1.298048,103.844577
610,"Mary Tan & Associates","8 River Valley Cl #07-14 Pacific Mans Singapore 238432","Singapore 238432",1.294731,103.836973
611,"Mary Tan & Associates","8 River Valley Cl, Singapore 238432","Singapore 238432",1.294731,103.836973
299,"Esquire Law Corpn","279 River Valley Rd #05-00  Singapore 238320","Singapore 238320",1.295847,103.840064
172,"Chang See Hiang & Partners","1 Kim Seng Promenade #12-07 Great World City Singapore 237994","Singapore 237994",1.293984,103.832088
234,"Cornerstone Law Llp","1 Kim Seng Promenade #14-02 Great World City Singapore 237994","Singapore 237994",1.293984,103.832088
857,"Tan & Pillai","75 Bt Timah Rd #05-24 Boon Siew Bldg Singapore 229833","Singapore 229833",1.307117,103.847797
552,"Liau & Co","151 Cavenagh Rd #06-153 Cavenagh Ct Singapore 229628","Singapore 229628",1.309928,103.843172
616,"May & Co","39 Jln Elok   Singapore 229072","Singapore 229072",1.306516,103.83557
617,"May & Co","39 Jln Elok, Singapore 229072","Singapore 229072",1.306516,103.83557
757,"Roedl & Partner Foreign Law Firm","21 Scotts Rd, Singapore 228219","Singapore 228219",1.30847,103.832258
132,"Balkenende Chew & Chia","1 Scotts Rd #21-14 Shaw Centre Singapore 228208","Singapore 228208",1.305662,103.8317859
231,"Consilium Law Corporation","1 Scotts Rd #16-02 Shaw Centre Singapore 228208","Singapore 228208",1.305662,103.8317859
807,"Siaw Kheng Boon & Co","1 Scotts Rd #21-14 Shaw Centre Singapore 228208","Singapore 228208",1.305662,103.8317859
448,"K Ravi Law Corpn","20 Kerbau Rd   Singapore 219159","Singapore 219159",1.306908,103.851424
702,"Prasanna Devi Llc","7 Race Course Lane #03-00  Singapore 218734","Singapore 218734",1.309581,103.852981
841,"Suppiah P & Co","Blk 671B Klang Lane #08-77  Singapore 212671","Singapore 212671",1.309293,103.85259
953,"Whitefield Law Corpn","Blk 668 Chander Rd #02-10  Singapore 210668","Singapore 210668",1.307745,103.851086
356,"H L Wee & Co","10 Jln Besar #15-07 Sim Lim Tower Singapore 208787","Singapore 208787",1.304039,103.8546719
889,"Templars Law Llc","29 Mayo St   Singapore 208315","Singapore 208315",1.304117,103.853662
155,"C Ramesh Law Practice","31 Sam Leong Rd #01-00  Singapore 207921","Singapore 207921",1.3092299,103.856954
640,"N D Law Chambers","31 Sam Leong Rd #01-00  Singapore 207921","Singapore 207921",1.3092299,103.856954
621,"Menon & Co","51B Up Weld Rd   Singapore 207408","Singapore 207408",1.306316,103.8532649
467,"Keh Kee Guan & Co","371 Beach Rd #12-07 KeyPoint Singapore 199597","Singapore 199597",1.302638,103.8622199
468,"Keh Kee Guan & Co","371, Beach Rd, #12-07, KeyPoint, Singapore 199597, Singapore 199597","Singapore 199597",1.302638,103.8622199
147,"Bogaars & Din","7500A Beach Rd #16-324 The Plaza Singapore 199591","Singapore 199591",1.299782,103.860659
264,"Dennismathiew","7500A Beach Rd #14-324 The Plaza Singapore 199591","Singapore 199591",1.299782,103.860659
465,"KC & Young","7500A Beach Rd, Singapore 199591","Singapore 199591",1.299782,103.860659
488,"Koh & Partners","7500A Beach Rd #06-318/319 The Plaza Singapore 199591","Singapore 199591",1.299782,103.860659
753,"Robin Law Corpn","7500A Beach Rd #04-322 The Plaza Singapore 199591","Singapore 199591",1.299782,103.860659
813,"Sim Mong Teck & Partners","7500a Beach Road, #09-302, The Plaza, Singapore 199591","Singapore 199591",1.299782,103.860659
887,"Teh Lim & Partners","7500A Beach Rd #04-314 The Plaza Singapore 199591","Singapore 199591",1.299782,103.860659
12,"N S Kang","6001 Beach Rd #16-08 Golden Mile Tower Singapore 199589","Singapore 199589",1.302128,103.864082
291,"Edmund Hendrick & Partners","6001 Beach Rd #16-08 Golden Mile Tower Singapore 199589","Singapore 199589",1.302128,103.864082
354,"H A & Chung Partnership","6001 Beach Road, #17-01, Golden Mile Tower, Singapore 199589","Singapore 199589",1.302128,103.864082
770,"S Nabham","6001 Beach Rd #09-05 Golden Mile Tower Singapore 199589","Singapore 199589",1.302128,103.864082
940,"W S Goh & Co","6001 Beach Rd #17-02A Golden Mile Tower Singapore 199589","Singapore 199589",1.302128,103.864082
32,"A Rajandran","5001 Beach Rd #08-16 Golden Mile Complex Singapore 199588","Singapore 199588",1.302908,103.864945
286,"E H Wan & Co","5001 Beach Rd #03-44 Golden Mile Complex Singapore 199588","Singapore 199588",1.302908,103.864945
357,"H T Sam & Co","5001 Beach Rd #09-84 Golden Mile Complex Singapore 199588","Singapore 199588",1.302908,103.864945
520,"Lee Frois & Partners","5001 Beach Rd #03-44 Golden Mile Complex Singapore 199588","Singapore 199588",1.302908,103.864945
554,"Liew Geok Heok","5001 Beach Rd #03-54 Golden Mile Complex Singapore 199588","Singapore 199588",1.302908,103.864945
571,"Lisa Sam & Co","5001 Beach Rd #07-02 Golden Mile Complex Singapore 199588","Singapore 199588",1.302908,103.864945
783,"Sambandan & Co","5001 Beach Rd, Singapore 199588","Singapore 199588",1.302908,103.864945
814,"Sim Teck & Associates","5001 Beach Rd #06-25 Golden Mile Complex Singapore 199588","Singapore 199588",1.302908,103.864945
984,"Yen Lan & Associates","5001 Beach Rd #03-97A Golden Mile Complex Singapore 199588","Singapore 199588",1.302908,103.864945
295,"Ella Cheong Llc","300 Beach Rd #31-04/05 The Concourse Singapore 199555","Singapore 199555",1.301012,103.862214
16,"Gurdip & Gill","200 Jln Sultan #03-06 Textile Centre Singapore 199018","Singapore 199018",1.303499,103.861257
197,"Chingco Law Corpn","200 Jln Sultan #03-17 Textile Centre Singapore 199018","Singapore 199018",1.303499,103.861257
381,"I.R.B. Law Llp","117A Jln Sultan   Singapore 199007","Singapore 199007",1.304414,103.860414
563,"Lim Hua Yong Llp","100 Jln Sultan #08-16 Sultan Plaza Singapore 199001","Singapore 199001",1.302832,103.861969
393,"Jacob Mansur & Pillai","95 Jln Sultan #02-01  Singapore 198998","Singapore 198998",1.303172,103.861101
394,"Jacob Mansur & Pillai","Level 2, 95 Jalan Sultan, Singapore 198998","Singapore 198998",1.303172,103.861101
886,"Tc&G Law Corpn","83A Jln Sultan   Singapore 198991","Singapore 198991",1.302996,103.8612179
720,"R.W. Law Practice","42A Kandahar St   Singapore 198896","Singapore 198896",1.3019099,103.859988
136,"Beacon Law Corpn","883 North Bridge Rd #13-01  Singapore 198785","Singapore 198785",1.3059099,103.864495
158,"C. Yogarajah","883 North Bridge Rd #19-05  Singapore 198785","Singapore 198785",1.3059099,103.864495
920,"Uttra","883 North Bridge Rd #07-01  Singapore 198785","Singapore 198785",1.3059099,103.864495
30,"A L Hussein & Faizal Wahyuni","757 North Bridge Rd   Singapore 198725","Singapore 198725",1.303275,103.859381
890,"Temple Counsel Llp","60 Albert St #12-01 OG Albert Complex Singapore 189969","Singapore 189969",1.3020259,103.853648
926,"Via Law Corpn","152 Gateway Dr #10-08 Westgate Tower Singapore 0409","Singapore 189721",1.299117,103.8589609
624,"Michael Hwang Chambers Llc","150 Beach Rd #06-01 Gateway West Singapore 189720","Singapore 189720",1.2987089,103.85862
73,"Alpha & Omega Law Corpn","100 Beach Rd #24-08 Shaw Towers Singapore 189702","Singapore 189702",1.296485,103.856559
149,"Braddell Bros Llp","11 Beach Rd #04-01  Singapore 189675","Singapore 189675",1.295431,103.8552
916,"Tyto Llc","91 Bencoolen St #06-08 Sunshine Plaza Singapore 189652","Singapore 189652",1.300287,103.851193
434,"Julie Vong & Co","175 Bencoolen St #01-48 Burlington Sq Singapore 189649","Singapore 189649",1.302198,103.8524939
118,"Aup Law Corpn","190 Middle Rd #09-05 Fortune Centre Singapore 188979","Singapore 188979",1.300405,103.852241
175,"Characterist Llc","Fax  190 Middle Rd #15-01A Fortune Centre Singapore 188979","Singapore 188979",1.300405,103.852241
246,"Daniel & Co","190 Middle Rd #15-04 Fortune Centre Singapore 188979","Singapore 188979",1.300405,103.852241
64,"Allagarsamy & Co","141 Middle Rd #03-02A GSM Bldg Singapore 188976","Singapore 188976",1.2995969,103.852556
65,"Allagarsamy & Co","141 Middle Rd, Singapore 188976","Singapore 188976",1.2995969,103.852556
348,"Guna & Associates","141 Middle Rd #06-08A GSM Bldg Singapore 188976","Singapore 188976",1.2995969,103.852556
460,"Kan & Co.","141 Middle Rd, Singapore 188976","Singapore 188976",1.2995969,103.852556
685,"Pereira & Tan LLC","141 Middle Rd #04-02/03 GSM Bldg Singapore 188976","Singapore 188976",1.2995969,103.852556
491,"Kuek & Co","135 Middle Rd #02-25 Bylands Bldg Singapore 188975","Singapore 188975",1.29943,103.852738
492,"Kuek & Co","135 Middle Rd, Singapore 188975","Singapore 188975",1.29943,103.852738
501,"Lam W S & Co","135 Middle Rd #01-07 Bylands Bldg Singapore 188975","Singapore 188975",1.29943,103.852738
769,"S M Wong & Lim","135 Middle Rd #02-09 Bylands Bldg Singapore 188975","Singapore 188975",1.29943,103.852738
573,"Loh Eben Ong Llp","112 Middle Rd #07-00 Midland Hse Singapore 188970","Singapore 188970",1.298944,103.85363
228,"Colin Ng & Partners Llp","600 North Bridge Rd #13-01 Parkview Sq Singapore 188778","Singapore 188778",1.300191,103.857614
282,"DS Avocats","600 North Bridge Rd #13-06 Parkview Sq Singapore 188778","Singapore 188778",1.300191,103.857614
43,"Acclaim Law Llc","331 North Bridge Rd  Odeon Towers Singapore 188720","Singapore 188720",1.296265,103.853111
431,"Jtl Lee","331 North Bridge Rd #10-02 Odeon Towers Singapore 188720","Singapore 188720",1.296265,103.853111
407,"Jeya & Associates","35 Selegie Rd #05-14 Parklane Shopping Mall Singapore 188307","Singapore 188307",1.300626,103.849458
893,"Thames Law Llp","89 Short St #09-02 Golden Wall Centre Singapore 188216","Singapore 188216",1.303684,103.851552
634,"Mohd Ibrahim & Co","390 Victoria St #02-38 Golden Landmark Hotel Singapore 188061","Singapore 188061",1.302352,103.857864
903,"Timothy Ong Lim & Partners","239B Victoria St  Bugis Vill Singapore 188029","Singapore 188029",1.300052,103.854927
904,"Timothy Ong Lim & Partners","239 Victoria St, Singapore 188029","Singapore 188029",1.300052,103.854927
219,"Ck Tan & Co","50 Armenian St #04-03  Singapore 179938","Singapore 179938",1.294437,103.8495669
262,"Deepak Raja & Associates","50 Armenian St #04-03  Singapore 179938","Singapore 179938",1.294437,103.8495669
734,"Ravi & Anita Partnership","50 Armenian St #04-03  Singapore 179938","Singapore 179938",1.294437,103.8495669
46,"Acton Law Llc","36 Armenian St #04-07  Singapore 179934","Singapore 179934",1.294125,103.8493869
180,"Cheng & Co","5 Coleman St #03-06 Excelsior Shopping Centre Singapore 179805","Singapore 179805",1.29194,103.849688
143,"Bih Li & Lee LLP","1 Coleman St #10-07 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
200,"Chong Chia & Lim","Fax  1 Coleman St #05-12 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
201,"Chong Chia & Lim Llc","1 Coleman St #05-12 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
224,"Clifford Law Corpn","1 Coleman St #08-04 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
293,"Eldan Law Llp","Fax  1 Coleman St #08-05 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
298,"Engelin Teh Practice LLC","1 Coleman St #05-10A The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
303,"Eugene Thuraisingam Llp","1 Coleman St #07-06 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
326,"Genesis Law Corpn","1 Coleman St #07-02 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
521,"Lee Hock Seng & Co","1 Coleman St, Singapore 179803","Singapore 179803",1.291359,103.851346
601,"Malkin & Maxwell Llp","1 Coleman St #07-02B The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
628,"Mirandah Law Llp","1 Coleman St #07-09 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
670,"Ong Sim Ho","1 Coleman St #05-15 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
688,"Peter Low Llc","1 Coleman St #10-03 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
831,"Southbridge Chambers Llc","1 Coleman St #B1-21 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
902,"Timothy Ng Llc","1 Coleman St #05-03 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
933,"Virginia Quek Lalita & Partners","1 Coleman St #06-08 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
988,"Yeo Perumal Mohideen Law Corpn","1 Coleman St #06-08 The Adelphi Singapore 179803","Singapore 179803",1.291359,103.851346
