vectorName,vectorAddress,postal_code,lat,lon,type
Tay & Wong,20 Havelock Rd #02-36 Central Sq Singapore 059765,Singapore 059765,1.2883039,103.842986,Legal
Archilex Law Corpn,2 Havelock Rd #06-05 2HR Singapore 059763,Singapore 059763,1.287135,103.84517,Legal
Invictus Law Corpn,2 Havelock Rd #01-20 2HR Singapore 059763,Singapore 059763,1.287135,103.84517,Legal
Luke Lee & Co,2 Havelock Rd #06-02 2HR Singapore 059763,Singapore 059763,1.287135,103.84517,Legal
P. Tan & Co,2 Havelock Rd #06-02 2HR Singapore 059763,Singapore 059763,1.287135,103.84517,Legal
Peng Kwee & Christine Seah,"2 Havelock Rd, Singapore 059763",Singapore 059763,1.287135,103.84517,Legal
Law Society Pro Bono Services,1 Havelock Sq #05-00  Singapore 059724,Singapore 059724,1.286997,103.842782,Legal
Mirchandani & Partners,Ofc,Singapore 059608,1.288187,103.844007,Legal
C S Lee,"11 Keng Cheow St, Singapore 059608",Singapore 059608,1.288187,103.844007,Legal
Teh Yip Wong and Tan,"11 Keng Cheow St, Singapore 059608",Singapore 059608,1.288187,103.844007,Legal
William Poh & Louis Lim,21B Mosque St   Singapore 059501,Singapore 059501,1.283692,103.84466,Legal
Christopher Bridges,"9 Mosque St, Singapore 059489",Singapore 059489,1.284019,103.844302,Legal
Leong Chua & Wong,133 New Bridge Rd #22-09 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Amolat & Partners,133 New Bridge Rd #14-01 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Amolat & Partners,"1 New Bridge Rd, Singapore 059413",Singapore 059413,1.285202,103.8449399,Legal
B B Marican Maideen & Co,133 New Bridge Rd #13-08 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Brown Pereira & Co,133 New Bridge Rd #16-05 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Bsa Law Chambers Llc,133 New Bridge Rd #10-04 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Cooma & Rai,133 New Bridge Rd #08-02 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Cosmas Llc,133 New Bridge Rd #16-05 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Daniel Poon & Co,133 New Bridge Rd #11-02 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Dorothy Chai & Mary Ong Law Practice,133 New Bridge Rd #14-10 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Dorothy Chai Law Practice,133 New Bridge Rd #14-10 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
East Asia Law Corporation,133 New Bridge Rd #10-02 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Esvaran & Tan,133 New Bridge Rd #12-02 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
G N Tang & Co,133 New Bridge Rd #22-09 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Goh Jp & Wong Llc,133 New Bridge Rd #16-09 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
H K Wong & Co,133 New Bridge Rd #16-09 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Har (Law Corporation),133 New Bridge Rd #09-02 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Ho Wong Law Practice Llc,133 New Bridge Rd #23-06/07/08 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
J S Yeh & Co,133 New Bridge Rd #18-03 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Jan Tan & Chan,133 New Bridge Rd #15-10 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Justicius Law Corpn,133 New Bridge Rd #08-08 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
K H Ching & Co,133 New Bridge Rd #11-08 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Kelvin Lim & Partners,133 New Bridge Rd #12-10 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Kertar Law Llc,133 New Bridge Rd #11-10 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Lim BC & Co,133 New Bridge Rd #16-01 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Ling Das & Partners,133 New Bridge Rd #08-07 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
M Wan,133 New Bridge Rd #15-02 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Mahtani & Co.,"133 New Bridge Road, #25-04, Chinatown Point, Singapore 059413",Singapore 059413,1.285202,103.8449399,Legal
Mathew Chew & Chelliah,133 New Bridge Rd #13-10 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Maximus Law Llc,133 New Bridge Rd #12-09 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
MSC Law Corpn,133 New Bridge Rd #13-06 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Raj Kumar & Rama,133 New Bridge Rd #16-07 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Rbn Chambers Llc,133 New Bridge Rd #10-10 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Riaz Llc,133 New Bridge Rd #09-09 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Robin Tan & Co,133 New Bridge Rd #11-07 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Ronald Lee & Co.,"133 New Bridge Road, #25-08, Chinatown Point, Singapore 059413",Singapore 059413,1.285202,103.8449399,Legal
S L Tan & Co,"133 New Bridge Rd, Singapore 059413",Singapore 059413,1.285202,103.8449399,Legal
Seah & Co,133 New Bridge Rd #08-05/06 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Sng & Co,133 New Bridge Rd #11-05 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Tan Chye Kwee,133 New Bridge Rd #11-06 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Thangavelu Llc,133 New Bridge Rd #10-10 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
V.Suria & Co,133 New Bridge Rd #16-07 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Vision Law Llc,133 New Bridge Rd #18-01 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Wee Tay & Lim,133 New Bridge Rd #19-09 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Wong Gopal & Rai,133 New Bridge Rd #09-01 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Yeo Kee Chin & Co,133 New Bridge Rd #09-03 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Yeo Marini & Partners,133 New Bridge Rd #15-04 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Legal
Lalwani Law Chambers,23 New Bridge Rd #04-01  Singapore 059389,Singapore 059389,1.288799,103.8475349,Legal
Tan & Lim,"23 New Bridge Rd, Singapore 059389",Singapore 059389,1.288799,103.8475349,Legal
Chambers Law Llp,45 North Canal Rd #05-01  Singapore 059301,Singapore 059301,1.28715,103.846697,Legal
P S Goh & Co,"36 N Canal Rd, Singapore 059292",Singapore 059292,1.286931,103.847107,Legal
Dg Law Llc,34D North Canal Rd   Singapore 059290,Singapore 059290,1.28689,103.847195,Legal
James Chai & Partners,78A Pagoda St   Singapore 059237,Singapore 059237,1.283883,103.843731,Legal
Patrick Chin Syn & Co,67B Pagoda St   Singapore 059226,Singapore 059226,1.283593,103.843862,Legal
Ong Lip Cheng Peter,65B Pagoda St   Singapore 059224,Singapore 059224,1.28357,103.843897,Legal
Abraham Teo & Co,1 Park Rd #04-47 People's Pk Complex Singapore 059108,Singapore 059108,1.284095,103.8425309,Legal
Chew Siang Tong,1 Park Rd #04-19F People's Pk Complex Singapore 059108,Singapore 059108,1.284095,103.8425309,Legal
R Ramason & Almenoar,1 Park Rd #04-06 People's Pk Complex Singapore 059108,Singapore 059108,1.284095,103.8425309,Legal
Serene Chan & Co,1 Park Rd #04-04 People's Pk Complex Singapore 059108,Singapore 059108,1.284095,103.8425309,Legal
Serene Chan & Co,"1 Park Road, #04-04 People's Park Complex, Singapore 059108",Singapore 059108,1.284095,103.8425309,Legal
Tan Lee & Choo,1 Park Rd #04-04 People's Pk Complex Singapore 059108,Singapore 059108,1.284095,103.8425309,Legal
Tan See Swan & Co,1 Park Rd #04-48/50 People's Pk Complex Singapore 059108,Singapore 059108,1.284095,103.8425309,Legal
Tan See Swan & Co,Singapore 059108,Singapore 059108,1.284095,103.8425309,Legal
Angela Wong & Co,52A Smith St   Singapore 058959,Singapore 058959,1.282792,103.843468,Legal
Dextra Partners Pte Ltd,269A South Bridge Rd   Singapore 058818,Singapore 058818,1.281913,103.8453229,Legal
Ethos Law Corpn,225B South Bridge Rd   Singapore 058774,Singapore 058774,1.282844,103.845857,Legal
Segeram & Co,225B South Bridge Rd   Singapore 058774,Singapore 058774,1.282844,103.845857,Legal
Alfred Tan & Co,150 South Bridge Rd #05-01 Fook Hai Bldg Singapore 058727,Singapore 058727,1.285134,103.846524,Legal
Crown Juris Law Llc,150 South Bridge Rd #02-11 Fook Hai Bldg Singapore 058727,Singapore 058727,1.285134,103.846524,Legal
Foo Kwok Llc,150 South Bridge Rd #05-02A Fook Hai Bldg Singapore 058727,Singapore 058727,1.285134,103.846524,Legal
G S Lim & Partners,150 South Bridge Rd #02-30 Fook Hai Bldg Singapore 058727,Singapore 058727,1.285134,103.846524,Legal
John Tay & Co,150 South Bridge Rd #02-05 Fook Hai Bldg Singapore 058727,Singapore 058727,1.285134,103.846524,Legal
Kc Tng Law Practice,150 South Bridge Rd #02-30 Fook Hai Bldg Singapore 058727,Singapore 058727,1.285134,103.846524,Legal
Kuru & Co,150 South Bridge Rd #04-06 Fook Hai Bldg Singapore 058727,Singapore 058727,1.285134,103.846524,Legal
Manicka & Co,150 South Bridge Rd #02-07 Fook Hai Bldg Singapore 058727,Singapore 058727,1.285134,103.846524,Legal
Peter Moe Law Practice,Singapore 058727,Singapore 058727,1.285134,103.846524,Legal
Soo Poh Huat & Co,150 South Bridge Rd #02-23 Fook Hai Bldg Singapore 058727,Singapore 058727,1.285134,103.846524,Legal
Tng Soon Chye & Co,150 South Bridge Rd #02-19 Fook Hai Bldg Singapore 058727,Singapore 058727,1.285134,103.846524,Legal
Wendy Han & Co,150 South Bridge Rd #02-30 Fook Hai Bldg Singapore 058727,Singapore 058727,1.285134,103.846524,Legal
Samuel Seow Law Corpn,79 South Bridge Rd   Singapore 058709,Singapore 058709,1.286693,103.847986,Legal
Jlim Law Corpn,76 South Bridge Rd #03-00 Merchants Bldg Singapore 058706,Singapore 058706,1.286861,103.848024,Legal
David Liew Law Practice,74 South Bridge Rd #05-01  Singapore 058704,Singapore 058704,1.286911,103.8480529,Legal
DSH Law Corporation,"74 South Bridge Rd, Singapore 058704",Singapore 058704,1.286911,103.8480529,Legal
Gerard Seah & Co,74 South Bridge Rd #05-01  Singapore 058704,Singapore 058704,1.286911,103.8480529,Legal
Lawhub LLC,"74 South Bridge Rd, Singapore 058704",Singapore 058704,1.286911,103.8480529,Legal
Lee Shergill Llp,"72 South Bridge Rd, Singapore 058702",Singapore 058702,1.286959,103.848071,Legal
The Law Society Of S'pore,39 South Bridge Rd   Singapore 058673,Singapore 058673,1.287591,103.848482,Legal
Ken Lee Law Corporation,"34 South Bridge Rd, Singapore 058668",Singapore 058668,1.288065,103.848727,Legal
Pacific Law Corporation,"34 South Bridge Rd, Singapore 058668",Singapore 058668,1.288065,103.848727,Legal
Yuen Law Llc,34C South Bridge Rd   Singapore 058668,Singapore 058668,1.288065,103.848727,Legal
Susanne DiBiagio Counselling,"31A South Bridge Rd, Singapore 058666",Singapore 058666,1.287762,103.848569,Legal
David Nayar & Vardan,49A Temple St   Singapore 058594,Singapore 058594,1.283175,103.843592,Legal
Chan Jer Hiang & Co,48A Temple St   Singapore 058593,Singapore 058593,1.283274,103.843711,Legal
Chelliah & Kiang Llc,20 Up Circular Rd #01-57 The Riverwalk Singapore 058416,Singapore 058416,1.28887,103.848344,Legal
Leong Kum Kwok Law Practice Llc,20 Up Circular Rd #01-17 The Riverwalk Singapore 058416,Singapore 058416,1.28887,103.848344,Legal
Circular Law Chambers Llp,16 Up Circular Rd   Singapore 058414,Singapore 058414,1.288778,103.848018,Legal
A C Syed & Partners,101A Up Cross St #13-23 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Aaron & Co,101A Up Cross St #09-14 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Abraham Logan & Partners,101A Up Cross St #09-07 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Basant Law Practice Llc,101A Up Cross St #09-15 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Bonnie Kwok Llc,101A Up Cross St #08-12 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Chan Kam Foo & Associates Llc,101A Up Cross St #09-10 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Chris Gill & Co,101A Up Cross St #12-18 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
CK Teo & Co,101A Up Cross St #08-17 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Eastern Law Corpn,101A Up Cross St #08-12 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Harold Seet & Indra Raj,101A Up Cross St #08-21 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Ho & Associates,101A Up Cross St #12-21 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Jenny Lai & Co,101A Up Cross St #08-20 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Kalco Law Llc,101A Up Cross St #12-17 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Lai Ying Ling Jenny,101A Up Cross St #06-16 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Lee T H & Partners,101A Up Cross St #10-23 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
M M Marican & Co,101A Up Cross St #12-08 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Murthy & Co,101A Up Cross St #13-18 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
R Tiwary & Co,101A Up Cross St #12-08 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Regency Legal Llp,101A Up Cross St #08-07 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
S Y Chuang & Co,101A Up Cross St #08-16 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Shan & Co,101A Up Cross St #06-14A People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Siva Kumar s/o Rajagopal,101A Up Cross St #11-13 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Teoh & Co Llc,101A Up Cross St #10-09 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Toh & Co,101A Up Cross St #09-22 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Trinel Chakraborty,101A Up Cross St #11-13 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Victor Koh & Co,101A Up Cross St #12-18 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Yeo & Associates Llc,101A Up Cross St #12-13 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Yu & Co Llc,101A Up Cross St #09-18 People's Pk Centre Singapore 058358,Singapore 058358,1.285429,103.84363,Legal
Harold Seet & Indra Raj,"#08-21 People's Park Centre, 101A Upper Cross St, Singapore",Singapore 058357,1.2856991,103.8436608,Legal
Ram Goswami,"9 Upper Cross St, Singapore",Singapore 058357,1.2856991,103.8436608,Legal
A Alagappan & Co,101 Up Cross St #04-47 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
A Alagappan Law Corpn,101 Up Cross St #04-47 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
A Revi Shanker s/o K Annamalai,101 Up Cross St #05-08 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
China Legal Bureau (Singapore),101 Up Cross St #05-40A People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Delaney,101 Up Cross St #04-52A People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Ee Bin & Lau,101 Up Cross St #06-06 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Island Law Llc,101 Up Cross St #04-04 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Judy Cheng & Co,101 Up Cross St #05-57 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
K K Cheng & Co,101 Up Cross St #05-21 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Krishnan Sivanandam & Co,101 Up Cross St #04-26 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
L.F. Violet Netto,101 Up Cross St #04-11 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Lau & Company,101 Up Cross St #05-56 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Lee Michael & Co,101 Up Cross St #05-48 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Lew Meow Fah & Co,101 Up Cross St #05-19 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Linus Law Chambers,101 Up Cross St #05-26 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Loo Ngan Chor & Co.,Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Lui Jong Sim & Co,101 Up Cross St #03-33 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Ng Lee & Partners,101 Up Cross St #06-07 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Philip Loh & Co,101 Up Cross St #05-09 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Rajen Law Practice,Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Ray Louis Law Corpn,101 Up Cross St #06-05 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Remya. A Law Practice,101 Up Cross St #04-50 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Sam & Associates,101 Up Cross St #05-44 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Soh Wong & Yap,101 Up Cross St #04-30 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Surian & Partners,101 Up Cross St #07-02 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
T G Chan Law Practice,101 Up Cross St #04-29 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
T L Tham & Co,101 Up Cross St #04-46 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Tan Kwong Wah & Co,101 Up Cross St #04-22 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Tan Kwong Wah & Co,"#04-22, People's Park Centre, 101 Upper Cross Street, Singapore 058357",Singapore 058357,1.2856991,103.8436608,Legal
Tan Lh & Co,101 Up Cross St #05-48 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
W K Fong & Co,101 Up Cross St #04-25 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
W M Low & Partners,101 Up Cross St #09-12 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
W T Lim & Partners,101 Up Cross St #04-29 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Yap Kim Cheng & Co,101 Up Cross St #06-07 People's Pk Centre Singapore 058357,Singapore 058357,1.2856991,103.8436608,Legal
Joo Toon Llc,30 Merchant Rd #03-20 Riverside Pt Singapore 058282,Singapore 058282,1.289129,103.844223,Legal
Wong Thomas & Leong,21 Merchant Rd #07-02  Singapore 058267,Singapore 058267,1.287912,103.845033,Legal
Lee Kwok Weng & Co,Blk 531A Up Cross St #03-122 Hong Lim Complex-Blk 531A Singapore 051531,Singapore 051531,1.285321,103.845851,Legal
Kumaran Law,"424 Pasir Ris Drive 6, Singapore 51044",Singapore 051044,1.3700628,103.9544857,Legal
Harjeet Singh & Co,Blk 531 Up Cross St #04-05 Hong Lim Complex-Blk 531 Singapore 050531,Singapore 050531,1.2841959,103.845699,Legal
Lim Swee Tee & Co,Blk 336 Smith St #07-304 New Bridge Centre Singapore 050336,Singapore 050336,1.282878,103.8425649,Legal
Wong Chai Kin,Blk 336 Smith St #04-301 New Bridge Centre Singapore 050336,Singapore 050336,1.282878,103.8425649,Legal
P S Goh & Co,Blk 34 Up Cross St #02-162  Singapore 050034,Singapore 050034,1.286181,103.842138,Legal
Conyers Dill & Pearman Pte. Ltd.,9 Battery Rd #20-01 MYP Centre Singapore 049910,Singapore 049910,1.285164,103.852302,Legal
Aziz Tayabali & Associates,"9 Battery Rd, Singapore 049910",Singapore 049910,1.285164,103.852302,Legal
Rajah & Tann S'pore Llp,9 Battery Rd #15-01 MYP Centre Singapore 049910,Singapore 049910,1.285164,103.852302,Legal
"A Hossain & Associates, International Arbitration Practitioners","6 Battery Rd, Singapore 049909",Singapore 049909,1.285539,103.851667,Legal
Mayer Brown Jsm (S) Pte. Ltd.,6 Battery Rd #11-06  Singapore 049909,Singapore 049909,1.285539,103.851667,Legal
Nagashima Ohno & Tsunematsu S'pore Llp,6 Battery Rd #40-06  Singapore 049909,Singapore 049909,1.285539,103.851667,Legal
Nishith Desai Associates,"6 Battery Rd, Singapore 049909",Singapore 049909,1.285539,103.851667,Legal
Schellenberg Wittmer Pte. Ltd.,6 Battery Rd #37-02A  Singapore 049909,Singapore 049909,1.285539,103.851667,Legal
Sidley Austin Llp,6 Battery Rd #31-01  Singapore 049909,Singapore 049909,1.285539,103.851667,Legal
TSMP Law Corpn,6 Battery Rd #41-01  Singapore 049909,Singapore 049909,1.285539,103.851667,Legal
Watson Farley & Williams Llp,6 Battery Rd #28-00  Singapore 049909,Singapore 049909,1.285539,103.851667,Legal
Bernard & Rada Law Corpn,4 Battery Rd #29-00 Bank of China Bldg Singapore 049908,Singapore 049908,1.285576,103.852229,Legal
I.N.C Law Llc,4 Battery Rd #26-01 Bank of China Bldg Singapore 049908,Singapore 049908,1.285576,103.852229,Legal
Sterling Law Corpn,4 Battery Rd #30-00 Bank of China Bldg Singapore 049908,Singapore 049908,1.285576,103.852229,Legal
Wong Thomas & Leong,"4, Battery Rd, #23-01, Bank of China Bldg, Singapore 049908, Singapore 049908",Singapore 049908,1.285576,103.852229,Legal
Nlc Law Asia Llc,30 Cecil St #11-04 Prudential Tower Singapore 049712,Singapore 049712,1.282756,103.849922,Legal
William Roberts Lawyers,"30 Cecil St, Singapore 049712",Singapore 049712,1.282756,103.849922,Legal
Comlaw LLC,64 Cecil St #06-01 IOB Bldg Singapore 049711,Singapore 049711,1.282026,103.849453,Legal
Unilegal Llc,62 Cecil St #02-00 TPI Bldg Singapore 049710,Singapore 049710,1.282049,103.849582,Legal
Seah Ong & Partners Llp,20 Cecil St #16-01 Equity Plaza Singapore 049705,Singapore 049705,1.283041,103.85048,Legal
Tanlim Partnership,"19 Cecil St, Singapore 049704",Singapore 049704,1.2824819,103.850541,Legal
Wlaw Llc,19 Cecil St #04-00  Singapore 049704,Singapore 049704,1.2824819,103.850541,Legal
Haq Namazie Partnership,"20 Cecil St, Singapore 049700",Singapore 049700,1.2829107,103.8504538,Legal
Chris Chong & C T Ho Partnership,65 Chulia St #49-05 O C B C Centre Singapore 049513,Singapore 049513,1.285398,103.84953,Legal
M Dass & Co,"65 Chulia St, Singapore 049513",Singapore 049513,1.285398,103.84953,Legal
Collas Crill (Singapore) Pte Ltd,3 Church St #08-00 Samsung Hub Singapore 049483,Singapore 049483,1.283276,103.849632,Legal
Gloria James-Civetta & Co,3 Church St #15-04 Samsung Hub Singapore 049483,Singapore 049483,1.283276,103.849632,Legal
Holman Fenwick Willan Singapore LLP,3 Church St #19-03 Samsung Hub Singapore 049483,Singapore 049483,1.283276,103.849632,Legal
Walkers (S) Ltd Liability Partnership,3 Church St #16-02 Samsung Hub Singapore 049483,Singapore 049483,1.283276,103.849632,Legal
Lisa Chong & Partners,84 Circular Rd #03-00  Singapore 049436,Singapore 049436,1.287407,103.848884,Legal
LawGuide Singapore Pte. Ltd.,20A Circular Rd   Singapore 049376,Singapore 049376,1.287299,103.848924,Legal
Tito Isaac & Co Llp,20A Circular Rd   Singapore 049376,Singapore 049376,1.287299,103.848924,Legal
Kel Llc,15A Circular Rd   Singapore 049371,Singapore 049371,1.287558,103.848918,Legal
Pinnacle Law Llc,9B Circular Rd   Singapore 049365,Singapore 049365,1.2878369,103.848916,Legal
Nishimura & Asahi (S) Llp,50 Collyer Quay #08-00 OUE Bayfront Singapore 049321,Singapore 049321,1.283026,103.852791,Legal
DAC Beachcroft LLP,"20 Collyer Quay, #14-01, Tung Centre, 049319, Singapore 049319",Singapore 049319,1.284544,103.852803,Legal
Providence Law Asia Llc,20 Collyer Quay #21-02  Singapore 049319,Singapore 049319,1.284544,103.852803,Legal
Sukraj Consultancy,"20 Collyer Quay, Singapore 049319",Singapore 049319,1.284544,103.852803,Legal
Arfat Selvam Alliance LLC,Fax  16 Collyer Quay #11-02 Income at Raffles Singapore 049318,Singapore 049318,1.284184,103.852536,Legal
Duane Morris & Selvam Llp,16 Collyer Quay #17-01 Income at Raffles Singapore 049318,Singapore 049318,1.284184,103.852536,Legal
Ince & Co Singapore LLP,16 Collyer Quay #19-00 Income at Raffles Singapore 049318,Singapore 049318,1.284184,103.852536,Legal
Incisive Law LLC,"16 Collyer Quay, Singapore 049318",Singapore 049318,1.284184,103.852536,Legal
Legis Point Llc,16 Collyer Quay #11-01 Income at Raffles Singapore 049318,Singapore 049318,1.284184,103.852536,Legal
Marcus Phuah & Co,"Income@Raffles Building, 16 Collyer Quay, Level 20 Suite 27, Singapore, 049318",Singapore 049318,1.284184,103.852536,Legal
Pan Asia Law Llc,16 Collyer Quay #10-21 Income at Raffles Singapore 049318,Singapore 049318,1.284184,103.852536,Legal
Pinsent Masons Mpillay Llp,Fax  16 Collyer Quay #22-02 Income at Raffles Singapore 049318,Singapore 049318,1.284184,103.852536,Legal
VDB Loi,"21 Collyer Quay, Singapore 049318",Singapore 049318,1.284184,103.852536,Legal
JLC Advisors LLP,11 Collyer Quay #05-04 The Arcade Singapore 049317,Singapore 049317,1.283529,103.852003,Legal
Lawcraft Llc,11 Collyer Quay #10-04 The Arcade Singapore 049317,Singapore 049317,1.283529,103.852003,Legal
