"vectorName","vectorAddress","postal_code","lat","lon"
"TUV Rheinland S'pore Pte Ltd","25 International Business Pk #01-57 German Centre Singapore 609916","Singapore 609916",1.324738,103.746782
"Twopoint Pte Ltd","726A Geylang Rd   Singapore 389637","Singapore 389637",1.315038,103.891641
"Ueno Management & Consultancy Services Pte Ltd","5001 Beach Rd #03-90 Golden Mile Complex Singapore 199588","Singapore 199588",1.302908,103.864945
"Unicon Management & Consultants (S) Pte Ltd","Blk 2 Teck Whye Ave #02-218  Singapore 680002","Singapore 680002",1.381995,103.751866
"URS Far East Pte Ltd","7500A Beach Rd #06-323 The Plaza Singapore 199591","Singapore 199591",1.299782,103.860659
"Value Added Management Pte Ltd","60 Albert St #08-01 OG Albert Complex Singapore 189969","Singapore 189969",1.3020259,103.853648
"Vickers Financial Group (S) Pte Ltd","1 HarbourFront Ave #16-06 Keppel Bay Tower Singapore 098632","Singapore 098632",1.265032,103.818292
"Victory Knights Management & Consultancy Services","62 Ubi Rd 1 #09-03 Oxley Bizhub 2 Singapore 408734","Singapore 408734",1.352083,103.819836
"Watt Engrg Consultants","60A Smith St   Singapore 058963","Singapore 058963",1.28289,103.843312
"Wei Hua Management Services","149 Rochor Rd #05-01 Fu Lu Shou Complex Singapore 188425","Singapore 188425",1.301531,103.854515
"Whitefield Capital Management Pte Ltd","22 Malacca St #04-02 Royal Bros Bldg Singapore 048980","Singapore 048980",1.283897,103.850827
"Wilson Learning S'pore Pte Ltd","3 Temasek Avenue #34-00 Centennial Tower, Singapore 039190","Singapore 039190",1.293309,103.860354
"Winnie C H Teo Management & Consultancy Services","Blk 7 Tg Pagar Plaza #02-104  Singapore 081007","Singapore 081007",1.276901,103.84302
"Wisely Project Management Consultants","237 Pandan Loop #07-02  Singapore 128424","Singapore 128424",1.313235,103.751605
"Y L Chan Management Services","623 Aljunied Rd #05-09 Aljunied Ind Complex Singapore 389835","Singapore 389835",1.324926,103.879401
"Young Andrew David","133 Cecil St #09-02 Keck Seng Tower Singapore 069535","Singapore 069535",1.280305,103.848906
"Oliver Dental Surgery Pte Ltd","242 Tg Katong Rd   Singapore 437030","Singapore 437030",1.306504,103.895664
"Team Synergy Pte Ltd","4012 Ang Mo Kio Ave 10 #07-03 TECHplace I Singapore 569628","Singapore 569628",1.360963,103.856748
"Aaron Dentalcare Pte. Ltd.","110 Robinson Rd #01-00  Singapore 068901","Singapore 068901",1.279448,103.848968
"Praise The Lord Management Consultants Pte. Ltd.","9 Eng Kong Terrace Singapore 598981","Singapore 598981",1.336473,103.768604
